Community,Twitter Handle,Similarity Score,Influence Score,Total Score
901,odmag,0.6667619333062547,0.029855644392956095,0.5075353610779301
1623,meglawatt,0.6766737995354726,2.528957227074619e-05,0.5075116720446721
305,mizzharty,0.6756835969682092,0.002151471874749637,0.5073005656948443
41,dougmkena,0.6234920737333938,0.15842824659649526,0.5072261169491692
319,nicoleburgess23,0.6755622899892122,0.0021685627944642073,0.5072138581905251
207,masscec,0.6750205616051446,0.0022285264192379592,0.506822552808668
370,saeedkh07869767,0.6748878281706537,0.0021641793578300204,0.5067069159674478
359,retailanalysis,0.6741633696222533,0.002622478377512739,0.5062781468110682
1064,hurst_barb,0.6745553347612233,8.746209391414712e-07,0.5059167197261523
27,cnetnews,0.6200192661065804,0.1630434022832051,0.5057753001507366
1032,benabrittain,0.6737142007401828,4.4633810983672264e-05,0.505296809007883
1666,fastinews,0.6735138402615873,4.305632089233647e-05,0.5051461442764136
1253,thabilesokupa,0.673177699064472,8.149599727932911e-06,0.504885311698286
215,electriccargb,0.6720619143255631,0.002958956506479265,0.5047861748707921
1258,drivingdotca,0.672657449457709,3.666349032932502e-05,0.5045022529658642
1096,futureof_mobi,0.672325409856648,2.2722790340073362e-05,0.504249738090071
207,driveelectricus,0.671202065957381,0.002177032692276873,0.503945807641105
1040,shorehamauction,0.6719217976523464,1.7107179209458207e-05,0.5039456250340623
1,futurearth2,0.5997177062576592,0.21657233960423367,0.5039313645943029
376,scieducation1,0.6710987398079055,0.0021742893133109005,0.5038676271842568
1326,lillpeep,0.6714007575253189,1.2377214176497196e-05,0.5035536624475333
1332,kevinmmeehan,0.6712898557731811,1.1012720699825421e-05,0.5034701450100608
379,completecar,0.670451189496045,0.0021814674598784945,0.5033837589870034
1696,detailingphx,0.6710590960020031,3.3623189299263545e-06,0.5032951625812347
1437,kayjohnsongee,0.6709741548025241,3.9501052207908075e-05,0.5032404913649451
286,mytouchrecords,0.6687296992033395,0.005953756305416576,0.5030357134788587
1,codognovw,0.602588895716732,0.20423005662162425,0.5029991859429551
1395,lonniehjackson3,0.670605856009809,1.2112567043066724e-05,0.5029574201491176
141,justashleylove1,0.6685372180273376,0.005223359315161722,0.5027087533492935
215,kaluza_tech,0.6686418408324077,0.00420363720208014,0.5025322899248258
14,goalsrules,0.5539811835690623,0.34789115246823615,0.5024586757938557
264,jcrubagire,0.6688392615237452,0.0029843703122292334,0.5023755387208663
1457,bynxglobal,0.6689957355576568,9.632844354445491e-06,0.5017492098793312
718,cham_sophia,0.6688202350569624,1.339072180862139e-06,0.501615511060767
216,elonfantommy,0.6676592869591578,0.002183975791351185,0.5012904591672062
1163,kevinsuckseggs,0.6683383647087378,1.0167468417519604e-05,0.5012563153986577
1229,nsauto_bris,0.6677651132341537,1.2151481595395756e-06,0.5008241387126551
754,wewantanycar,0.667505144942839,0.0001310416535147323,0.5006616191205079
1483,janicemcase,0.6672658704067816,9.509742757619986e-06,0.5004517802407756
636,smemedianews,0.6671345681281866,9.899211292946986e-05,0.5003756741243723
190,daysoutine,0.6652817932019565,0.005207433080765198,0.5002632031716586
216,inspacexitrust,0.6662112038204727,0.0021643863918327224,0.5001994994633128
1251,thenewsskill,0.6668163108004952,2.7439129511383042e-05,0.5001190928827491
41,kelvinskoka,0.6135936122621917,0.15843374896093085,0.49980364643687647
1200,ourcarzone1,0.665736800367153,0.00045727537446998425,0.4994169191189823
69,driveelectricuk,0.6632184056431117,0.007703094371032886,0.49933957782509203
405,ukgovtweets,0.664808101997425,0.002822885726814673,0.4993117979297724
670,jamesdeanwaryk,0.6656778555178204,8.898158468736047e-06,0.4992606161779825
1046,freeway_group,0.665463466258048,0.0001187746479316124,0.49912729335551886
1621,jswannyjohn,0.6652421248669279,8.315164235302252e-05,0.49895238156078414
1718,riddle_byron,0.6643230059497008,1.61817700583295e-05,0.49824629990479025
791,kobaltsteel,0.6643082231172982,4.9100364101657704e-06,0.4982323948470762
1028,jemcacargroup,0.6637411306910685,2.6452414355276585e-05,0.4978124611218902
104,streamtesla,0.6626933620255704,0.0021570250864997908,0.4975592777908027
82,phildavis_hpe,0.6572470920579817,0.01840767590693876,0.497537238020221
57,nyctaxinews,0.6584804684879846,0.013529303471391077,0.4972426772338362
57,ltdaforum,0.6605604861944276,0.006682504902597519,0.49709099087147013
1283,abbotjo,0.66275356930773,2.8647468214848734e-05,0.49707233884785124
305,gyude_moore,0.661931219368773,0.0022699434002049533,0.49701590037663096
940,odosiobodo,0.6626462322733351,8.384777738578996e-06,0.49698677039943595
880,kenneth33071904,0.662444213409405,2.6029376041620956e-06,0.4968338107914547
4,jowipool,0.6110840308670155,0.15357896170285407,0.49670776357597507
386,voltagehire,0.6613208131040099,0.0021726009584820483,0.496533760067628
57,fbarbe,0.6588480739174624,0.006675374860174632,0.49580489915314047
1206,jodyfromca,0.6602601899568215,1.3840418432812025e-05,0.4951986025722243
988,diasporaengager,0.6601605555968666,4.7645729942262435e-06,0.4951216078408985
1476,ordofibonacci,0.660100832545193,1.574378459741344e-05,0.4950795603550441
41,bwattanga,0.6072321512355819,0.15842972839798192,0.4950315455261819
1687,jeanniebee61,0.6599357391932866,1.6083378792547843e-05,0.49495582523966314
316,producthunt,0.5842427417169979,0.2265894601805648,0.49482942133288965
492,smokinkones,0.6597417936738194,1.7211884216124265e-05,0.4948106482264185
1,powerev_uk,0.5993379533488522,0.1810910840679802,0.49477623602863424
1414,omnitriumphant,0.6594965965005322,4.911155293763984e-08,0.4946224596532874
410,pluginnc,0.658119965390334,0.002160326779556822,0.49413005573763974
57,ply4hyre,0.6565830672619792,0.006693525007001759,0.49411068169823485
334,melissabirchard,0.6580876174662159,0.0021572330036542997,0.4941050213505755
63,aukehoekstra,0.6577567170014909,0.0029459110694249582,0.4940540155184744
1690,josephcrisan,0.6586658099952309,3.5399481339862104e-06,0.4940002424834567
1048,jaguarwestrand,0.6586355583414467,4.114527566245113e-05,0.4939869550750006
1049,n1cityjaguar,0.6586355583414467,2.5507124294684027e-05,0.4939830455371587
1050,jaguarwindhoek,0.6586355583414467,1.2308968175788386e-05,0.493979745998129
1,marclevine_jobs,0.590933647660246,0.20298369143760783,0.49394615860458646
691,social_media_gy,0.6582877392628892,1.2790390193129461e-05,0.4937190020447152
569,newtechnologyy2,0.6582165215005652,2.110539820058396e-05,0.49366766747497404
936,topcellulardeal,0.6581740785886563,5.35584434108765e-05,0.49364394855234495
1,osvmotoringnews,0.5902330976190554,0.2032779908483811,0.4934943209263868
267,eric_young_1,0.6572529655471226,0.0021615315703789025,0.4934801070529367
27,stefanhanrahan,0.6225300711871049,0.10566438783559486,0.4933136503492274
1658,f1ism,0.6577171084735138,5.304949490694523e-05,0.4933010937288621
1674,akluger67,0.6576636445091567,1.442067315481169e-05,0.49325133855015624
102,ypyadav8,0.6565556484539121,0.0029537612552100576,0.4931551766542366
280,bruceha23791470,0.6567049560490111,0.002175804369209331,0.4930726681290607
125,goultralow,0.653595708871229,0.011401415379771797,0.4930471354983647
1595,docatcdi,0.6573108658789864,1.2243918119090766e-05,0.49298621038876955
41,master87705898,0.6040430031857615,0.15842903349706558,0.49263951076358753
8,newtimesrwanda,0.6014569479972028,0.16573887585018057,0.4925274299604473
419,zhugeex,0.6531896725179481,0.009762265171091307,0.4923328206812339
930,esarmarbo1972,0.6562358245423932,0.00019213908265928076,0.4922249031774597
370,oppopakistan,0.6522140294881865,0.011806924971372892,0.4921122533589831
1533,sggall12,0.6561217078948607,4.78933642180365e-06,0.492092478255251
1440,alexwitzleben,0.6558409324217704,1.9491202859133155e-05,0.4918855721170426
635,inversedotcom,0.6556865223212835,0.0002502396637826622,0.49182745165690833
41,iswampa,0.6027267703430487,0.15844118480490146,0.4916553739585119
1642,climateaction15,0.6552284984555785,1.9739041250129633e-06,0.49142186731771514
1383,pesopher,0.6550397734092948,1.0545839617879027e-05,0.4912824665168755
989,proscience123,0.6550054086183462,1.8128913351015887e-06,0.4912545096865934
8,ngaboe,0.6273255060736419,0.08281083731936181,0.4911968388850719
1346,painterlegend,0.6548832662586532,1.2057574725904659e-06,0.49116275113335806
117,forddirect,0.6541450759771048,0.002179054272497738,0.49115357055095304
169,ev_research,0.6538000271808162,0.003163377822564069,0.4911408648412532
859,ykulp,0.6545083765308456,1.173495313188721e-05,0.4908842161364172
1257,sgtalcastro,0.6541635714505104,7.957904681133364e-06,0.4906246680640531
1,zajacrafal,0.5818558787334734,0.2165913071406624,0.49053973583527066
838,sup3rstarang3l,0.6539816499410515,8.86688433897665e-05,0.49050840466663603
1209,i4innovations,0.6539960644686522,2.0509795421995376e-05,0.49050217580034466
237,greenfashionno1,0.6514049749472011,0.007537001351799679,0.4904379815483507
1161,digitalkreation,0.6538834166274642,7.271405343285436e-06,0.49041438032193396
1449,assetigneous,0.6535333395596676,9.652577388683675e-05,0.4901741361132224
1451,krexpershing,0.6534126410219726,8.074973230378256e-06,0.490061499509787
67,ktar923,0.6515735651310925,0.005408689660248597,0.49003234626338155
299,odaekim,0.6524544187779968,0.0021658348667186267,0.48988227280017727
1730,ncare_bridge,0.6530485863828419,1.1083903648436217e-05,0.48978921076304355
1382,sciseekfeed,0.6516586345426486,0.004082368921793321,0.4897645681374348
1,durgeshskumar,0.5965524552708418,0.1693423867401834,0.48974993813817713
1125,nordensaccounts,0.6529581770856289,1.2813312227000404e-05,0.48972183614227843
4,elektria_kg,0.6017699160864803,0.15327893610197313,0.4896471710903535
1142,landrvrsouthend,0.6525473526335696,3.68896610533083e-05,0.4894197368904405
61,gatjmv,0.6074216411041379,0.13520806377479405,0.48936824677180196
237,solarpwr4yrhome,0.647460677060569,0.013890937487715057,0.48906824216735545
264,ngabo31,0.6507998040492352,0.002951649550231034,0.48883776542448415
377,simonpickstone,0.6510529370800563,0.00215183707329206,0.48882766207836525
719,cardesignnews,0.6511976263990132,0.0007991644521144866,0.48859801091228855
903,renewableworks,0.651451719891287,1.3631130821961097e-05,0.48859219770117074
833,sportyounow1,0.6513989513689524,2.1141711009540943e-05,0.48855449895446673
870,apeyrache,0.6511527071595375,4.86887789118357e-05,0.4883767025643811
566,soultiger77,0.6509898023683015,8.16129286914252e-06,0.48824439209944337
1,rakotonimaro,0.5831960420016101,0.20297782199056438,0.4881414869988487
16,dragonev_,0.6277500405170567,0.06916739290661712,0.4881043786144469
131,boscohabimana,0.6499161432142773,0.002161365084851919,0.48797744868192094
14,aimostdied,0.5613483298588999,0.26755978021526583,0.4879011924479914
8,fnasagambe,0.6148146184497504,0.10680420443840019,0.4878120149469128
23,reutersbiz,0.5855418913836206,0.19454187229895786,0.4877918866124549
8,kalubijean1,0.6147768433821647,0.10680413360750866,0.4877836659385007
1615,climatemonitor2,0.6497402330403477,5.640297751504031e-06,0.48730658485469863
1140,robinsnewswire,0.6495740895851273,2.46447993705133e-05,0.48718672838868815
852,hillmanc,0.6494131694290253,7.350930691970446e-06,0.48706171480444194
49,mrdjondo,0.6209619562106734,0.0849539587292123,0.48695995684030813
645,hardtechtv,0.6492004985036216,1.9844364517646057e-05,0.48690533496884564
14,funnyviness,0.5234367375265991,0.37709067118470413,0.4868502209411254
1524,hondacanada,0.6487929568690665,0.00036625735033062994,0.4866862819893825
739,mapninja,0.6488639049081395,1.6576943336314382e-05,0.4866520729169387
1027,jemcalexus,0.6486029185912067,1.9903145307692625e-05,0.48645716472973194
1279,motornewsonline,0.6484768327156619,2.2229548402382757e-05,0.4863631819238471
541,heffhop,0.6482463352996753,1.6432919741640556e-06,0.48618516229775005
41,unathi_kwaza,0.5953856004083214,0.15853385222843747,0.4861726633633504
9,nicholas_mee,0.6467175688920194,0.004175651155230205,0.48608208945782205
685,globalissuesweb,0.647936080909586,0.0003880824399397059,0.4860490812921744
959,lakes_eco_van,0.647333612623482,4.650313279423229e-05,0.4855118352508101
359,igd_events,0.6466078516505237,0.002167159147962244,0.4854976785248833
479,prasanth_p,0.6472766000766267,5.387729794708224e-05,0.48547091938195674
1179,pacoesonom,0.6471980508920557,7.014256968740068e-06,0.485400291733284
1167,businsiderssa,0.647045763866241,0.00015528899279715786,0.48532314514788005
331,osnapmalz,0.6459429250495289,0.002996210357953505,0.48520624637663506
1,evdirectories,0.5778617998575839,0.20713674721577416,0.48518053669713146
1223,fanmatisse,0.6468649763527659,1.006726455182521e-05,0.48515124908071233
1284,dcnorg,0.6468127254961322,0.00016038584170486147,0.4851496405825254
1081,ostoulsb,0.6465675170122644,3.0586750767334614e-05,0.48493328444689016
8,gkabalisayahoo1,0.6100081771624385,0.10934339492602896,0.4848419816033361
1581,akutedan1,0.6462005569670041,4.808152741757634e-06,0.4846516197634385
1599,gerardgorski,0.6461772887155044,9.030797589304593e-06,0.4846352242360256
743,marcmarshall88,0.646082135538371,5.15574326444633e-06,0.4845628905895944
568,shecyclesnbi,0.6460561748611325,4.52552996246852e-05,0.4845534449707556
352,thedriven_io,0.6451369513449021,0.002371123223437103,0.4844454943145359
190,von_2412,0.6440392829582613,0.005222077537049165,0.48433498160295824
1280,sachuwaru,0.6455513048440079,2.820540031998579e-06,0.4841641837680139
441,mfoxhunter,0.645492258418287,6.862723249730126e-05,0.4841363506218395
223,caranddriver,0.6373238939869003,0.023424697163626586,0.4838490947810818
1697,lawrenceadeyemo,0.6450516290897684,2.2981331614248474e-05,0.4837944671502299
117,billbrownford,0.6438678630435944,0.002159175159747923,0.48344069107263277
1429,immadiiii,0.6445236590224225,1.1562643871446074e-05,0.48339563492778476
1668,startupafrimag,0.6444524423381917,9.867032107421535e-05,0.4833639993339123
358,quandu,0.6428449605902323,0.00483494662793088,0.48334245709965695
239,greenpowertrust,0.6431301778799096,0.0037743782673010477,0.4832912279767574
8,1pancholatino,0.6087188198477342,0.10683060075063798,0.48324676507346015
1481,thedecalsource,0.6441980378592883,2.2107374293303715e-05,0.4831540552380395
1107,bermuda43516072,0.6440006615326402,2.2020559412772447e-06,0.4830010466634655
233,gill_nowell,0.6424703680197732,0.0021629725220826115,0.48239351914535056
456,tamethegorilla,0.6429471638750243,5.504826827450262e-06,0.4822117491129751
15,akmholst,0.639664437288326,0.009599159822100687,0.48214811792176965
