partition,node,degree centrality,closeness centrality,betweenness centrality,eigenvector centrality,harmonic centrality,total centrality score,average tweet similarity,follower to following ratio,individual_profile_similarity,density,diameter,average path length,clustering coefficient,network size,average profile similarity,network size ratio,total community influence score,total similarity score,total influence score,total value of user
228,kiamotorsin,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.528928486,1,0.45241244,1,0.083333333,0.183756806,0,1,0.311785993,0.000430108,0.000544985,0.488273583,0.950582971,0.60385093
281,kenz300zx,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.674938228,1.42E-06,0.724835318,1,0.083333333,0.183756806,0,1,0.632216758,0.000430108,0.000544985,0.780685557,0.002147425,0.586051024
343,roadshow,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.713299519,0.001551125,0.666572666,1,0.083333333,0.183756806,0,1,0.601066473,0.000430108,0.000544985,0.760481399,0.003617222,0.571265355
14,torres_samar,0.032040472,0.015642068,0.000399045,0.559221554,0.035125448,1,0.32064285,2.66E-05,0.38017723,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.426705344,1,0.570029008
14,kaiia_brown,0.031197302,0.016987622,0.000512346,0.429815772,0.037419355,0.803096883,0.405666045,1.85E-05,0.449733019,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.487881398,0.813242169,0.56922159
27,businessinsider,0.021922428,0.021364186,0.003359665,2.34E-07,0.056213197,0.160110729,0.741156504,0.189241226,0.565063186,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.624580411,0.349891154,0.555908097
366,carspytv1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.65565386,1.65E-06,0.661172688,1,0.083333333,0.183756806,0,1,0.605191615,0.000430108,0.000544985,0.737163072,0.002147645,0.553409215
135,fultonleasing,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.632228153,3.36E-05,0.659936897,1,0.083333333,0.183756806,0,1,0.625171302,0.000430108,0.000544985,0.735310202,0.002177972,0.552027145
375,saskevca,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.595015505,8.66E-06,0.675903904,1,0.083333333,0.183756806,0,1,0.64560367,0.000430108,0.000544985,0.734988342,0.002154293,0.55177983
223,caranddriver,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.821064734,0.020334786,0.666536589,0.6667,0.166666667,0.245009074,0,2,0.400420902,0.000860215,0.000927635,0.723708867,0.023424697,0.548637824
23,reuters,0.018549747,0.010103554,0.00018925,4.48E-24,0.02078853,0.077255407,0.580516591,0.35087184,0.622318694,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.581311925,0.425851047,0.542446706
97,autotestdrivers,0.002529511,0.000503778,1.27E-07,2.37E-44,0.000860215,0.0060608,0.516678181,4.74E-05,0.698260987,0.6667,0.166666667,0.245009074,0,2,0.663330099,0.000860215,0.000927635,0.719849044,0.006672965,0.541555024
375,insideevs,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.605396701,0.011652559,0.615303436,1,0.083333333,0.183756806,0,1,0.64560367,0.000430108,0.000544985,0.715113603,0.013197795,0.539634651
281,boyonabike62,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.698651008,2.86E-05,0.539598199,1,0.083333333,0.183756806,0,1,0.632216758,0.000430108,0.000544985,0.716760816,0.002173193,0.53811391
135,bridleleasing,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.621354043,2.11E-05,0.590405706,1,0.083333333,0.183756806,0,1,0.625171302,0.000430108,0.000544985,0.703489065,0.002166068,0.528158316
97,talkingscars,0.001264755,0.000335852,0,1.68E-44,0.000645161,0.003495749,0.504089185,0.000264633,0.665133278,0.6667,0.166666667,0.245009074,0,2,0.663330099,0.000860215,0.000927635,0.701756238,0.00444623,0.527428736
35,_marrkkkk,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.550555203,1.66E-05,0.659672022,1,0.083333333,0.183756806,0,1,0.610086448,0.000430108,0.000544985,0.696912585,0.002161796,0.523224888
366,robertturvil,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.663450599,1.83E-05,0.549210542,1,0.083333333,0.183756806,0,1,0.605191615,0.000430108,0.000544985,0.695938655,0.002163465,0.522494857
343,pochesuave,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.68116369,1.36E-05,0.53556028,1,0.083333333,0.183756806,0,1,0.601066473,0.000430108,0.000544985,0.695913994,0.002158977,0.52247524
395,siemensuknews,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.600199924,0.000407166,0.622454209,1,0.083333333,0.183756806,0,1,0.594652162,0.000430108,0.000544985,0.695722388,0.002532249,0.522424853
102,ypyadav8,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.481013089,3.50E-06,0.715292911,0.6667,0.166666667,0.245009074,0,2,0.620181302,0.000860215,0.000927635,0.695398264,0.002953761,0.522287138
27,mabenafamily,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.647412309,1.25E-05,0.748846203,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.660214102,0.105660026,0.521575583
34,_lechristy_,0.000421585,0.001325732,0,1.12E-43,0.002365591,0.006402126,0.627497315,2.22E-05,0.750967979,0.1818,0.166666667,0.334103283,0,10,0.426682029,0.004301075,0.002935785,0.690910363,0.008877395,0.520402121
57,aijtaylor,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.664483818,3.95E-06,0.625793251,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.69023097,0.006675733,0.519342161
102,beebomco,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.573752761,0.024407735,0.589606155,0.6667,0.166666667,0.245009074,0,2,0.620181302,0.000860215,0.000927635,0.682359152,0.027287633,0.518591272
190,designmuseum,0.002107926,0.001259446,1.27E-06,2.55E-68,0.002150538,0.008591116,0.590130037,0.033498014,0.673949284,0.3333,0.166666667,0.306261343,0,5,0.502088123,0.002150538,0.001733824,0.675483718,0.041563248,0.5170036
369,mahindraelctrc,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.632676943,0.002945818,0.634264054,1,0.083333333,0.183756806,0,1,0.528605295,0.000430108,0.000544985,0.687110666,0.00494,0.516568
97,atdcarshows,0.001264755,0.000335852,0,1.68E-44,0.000645161,0.003495749,0.504089185,1.82E-05,0.626596034,0.6667,0.166666667,0.245009074,0,2,0.663330099,0.000860215,0.000927635,0.686504769,0.00421254,0.515931712
1,electrekco,0.018128162,0.033640908,0.01322507,0.000107124,0.073718041,0.216085192,0.538236217,0.06483042,0.592470518,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.566175506,0.364647545,0.515793516
280,bruceha23791470,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.6372518,3.13E-05,0.660945791,1,0.083333333,0.183756806,0,1,0.494702035,0.000430108,0.000544985,0.686063224,0.002175804,0.515091369
27,cnetnews,0.002107926,0.020805723,0.000275434,1.38E-07,0.042736494,0.102619523,0.701505245,0.04972644,0.623095834,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.631855015,0.163043402,0.514652112
57,nyctaxinews,0.002951096,0.001763224,2.67E-06,2.58E-62,0.003010753,0.012028946,0.681254276,1.33E-05,0.586046878,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.681138041,0.013529303,0.514235856
305,mizzharty,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.624572849,5.69E-06,0.596696695,1,0.083333333,0.183756806,0,1,0.56257699,0.000430108,0.000544985,0.68248038,0.002151472,0.512398153
63,aukehoekstra,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.612267609,0.000843317,0.619699462,1,0.083333333,0.183756806,0,1,0.546521402,0.000430108,0.000544985,0.680359878,0.002945911,0.511006386
1,futurearth2,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,1.99E-06,0.615112148,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.607398278,0.21657234,0.509691793
258,obedihs,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.576474472,1.39E-06,0.746879458,0.5,0.166666667,0.275635209,0,3,0.449156159,0.001290323,0.001215873,0.677993877,0.003716169,0.50942445
377,segenter,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.622773471,6.04E-05,0.587442734,1,0.083333333,0.183756806,0,1,0.559841041,0.000430108,0.000544985,0.677023142,0.002203371,0.5083182
14,goalsrules,0.001264755,0.013445522,0,0.136320899,0.023799283,0.272139913,0.377014735,0.04032501,0.665121198,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.561784229,0.347891152,0.50831096
34,sisidoyin,0.000421585,0.001325732,0,1.12E-43,0.002365591,0.006402126,0.627497315,5.03E-05,0.7064598,0.1818,0.166666667,0.334103283,0,10,0.426682029,0.004301075,0.002935785,0.673295842,0.008904102,0.507197907
1,evdirectories,0.001264755,0.023857583,0.000238562,2.87E-06,0.048411767,0.114838509,0.578088697,3.01E-06,0.656100054,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.607129465,0.207136747,0.507131285
220,dailynation,0.001264755,0.000755668,3.81E-07,7.53E-77,0.001290323,0.005154077,0.709985256,0.127588631,0.5137528,0.5,0.166666667,0.275635209,0,3,0.435680381,0.001290323,0.001215873,0.633236817,0.127051203,0.506690413
41,maaron333,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,7.45E-05,0.739369571,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.622702778,0.158495585,0.506650979
264,jcrubagire,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.567216827,3.58E-05,0.611546432,0.6667,0.166666667,0.245009074,0,2,0.584454624,0.000860215,0.000927635,0.674316401,0.00298437,0.506483394
215,kaluza_tech,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.653197892,6.87E-05,0.572826695,0.6667,0.166666667,0.245009074,0,2,0.53390831,0.000860215,0.000927635,0.673016338,0.004203637,0.505813163
27,stefanhanrahan,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,1.71E-05,0.663654124,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.638917439,0.105664388,0.505604176
305,gyude_moore,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.668988499,0.0001306,0.528457285,1,0.083333333,0.183756806,0,1,0.56257699,0.000430108,0.000544985,0.673051908,0.002269943,0.505356417
376,scieducation1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.571222936,2.97E-05,0.632854044,1,0.083333333,0.183756806,0,1,0.552475618,0.000430108,0.000544985,0.671678554,0.002174289,0.504302488
125,m_gahan,0.00084317,0.000755668,0,9.26E-60,0.001433692,0.004720415,0.718028692,9.13E-06,0.575846061,0.2857,0.25,0.350012963,0,6,0.457464251,0.002580645,0.002285711,0.669615226,0.006653466,0.503874786
169,ev_research,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.634538076,0.001072607,0.591032508,1,0.083333333,0.183756806,0,1,0.526801405,0.000430108,0.000544985,0.670024039,0.003163378,0.503308874
213,stancelamk,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.499638932,2.24E-05,0.646281509,1,0.083333333,0.183756806,0,1,0.605402241,0.000430108,0.000544985,0.669608766,0.002167277,0.502748394
152,verge,0.001686341,0.001133501,1.18E-06,6.32E-63,0.002150538,0.007738703,0.577467195,0.289036766,0.706663986,0.381,0.25,0.332512315,0,8,0.227368827,0.00344086,0.003315311,0.574696739,0.28461711,0.502176832
57,ltdaforum,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.664483818,1.11E-05,0.567795958,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.667278008,0.006682505,0.502129132
4,jowipool,0.000421585,0.019813925,0,8.86E-08,0.036764558,0.088726059,0.619755837,8.69E-06,0.66934526,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.617037306,0.153578962,0.50117272
104,streamtesla,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.612013106,1.15E-05,0.658072293,1,0.083333333,0.183756806,0,1,0.475920719,0.000430108,0.000544985,0.667504687,0.002157025,0.501167772
57,fbarbe,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.664483818,3.57E-06,0.563569427,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.66560532,0.006675375,0.500872834
69,driveelectricuk,0.001264755,0.000787154,8.88E-07,7.95E-74,0.001648746,0.005761797,0.610196366,8.35E-05,0.63651159,0.3333,0.333333333,0.392014519,0,5,0.493178423,0.002150538,0.002276662,0.665082744,0.007703094,0.500737832
250,hondaireland,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.543729184,0.0002298,0.658415941,1,0.083333333,0.183756806,0,1,0.542069719,0.000430108,0.000544985,0.666795774,0.002364028,0.500687838
67,ali_vetnar,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.62779248,2.72E-05,0.618811183,0.6667,0.166666667,0.245009074,0,2,0.493787549,0.000860215,0.000927635,0.665282537,0.002976249,0.499705965
377,simonpickstone,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.648561979,6.07E-06,0.532239348,1,0.083333333,0.183756806,0,1,0.559841041,0.000430108,0.000544985,0.665381934,0.002151837,0.49957441
16,dragonev_,0.000421585,0.014167275,0,1.27E-10,0.02631482,0.063670392,0.714149959,0.000637668,0.554184765,0.1324,0.416666667,0.449933944,0.066,18,0.415409433,0.007741935,0.008245166,0.642863944,0.068812099,0.499350983
233,gill_nowell,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.381055926,1.78E-05,0.694847035,1,0.083333333,0.183756806,0,1,0.663940066,0.000430108,0.000544985,0.665065588,0.002162973,0.499339934
57,ply4hyre,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.664483818,2.27E-05,0.557978996,0.25,0.166666667,0.32157441,0,7,0.513153572,0.003010753,0.002222661,0.663392856,0.006693525,0.499218023
386,voltagehire,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.469571806,2.80E-05,0.727235695,1,0.083333333,0.183756806,0,1,0.541767016,0.000430108,0.000544985,0.664563563,0.002172601,0.498965822
1,powerev_uk,0.000421585,0.019534564,0,8.71E-08,0.036176232,0.087375422,0.550170995,4.42E-06,0.678407013,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.604908962,0.181091084,0.498954493
8,ngaboe,0.000421585,0.015281328,0,7.52E-08,0.030486973,0.071898981,0.621457163,1.85E-05,0.675699333,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.637537265,0.082810837,0.498855658
207,driveelectricus,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.539765921,3.26E-05,0.602257085,1,0.083333333,0.183756806,0,1,0.596077831,0.000430108,0.000544985,0.6643761,0.002177033,0.498826333
395,tdworldmag,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.574811076,7.06E-05,0.566850115,1,0.083333333,0.183756806,0,1,0.594652162,0.000430108,0.000544985,0.663668686,0.002213036,0.498304774
35,shadyassosc,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.565556465,2.92E-05,0.560500875,1,0.083333333,0.183756806,0,1,0.610086448,0.000430108,0.000544985,0.66360158,0.002173748,0.498244622
410,pluginnc,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.621886478,1.50E-05,0.575922325,1,0.083333333,0.183756806,0,1,0.537732157,0.000430108,0.000544985,0.663363005,0.002160327,0.498062335
41,dougmkena,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,3.45E-06,0.706950858,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.609872774,0.158428247,0.497011642
4,elektria_kg,0.000421585,0.019740734,0,8.86E-08,0.036630064,0.088402777,0.676097277,1.56E-05,0.598682879,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.611369662,0.153278936,0.49684698
1,zajacrafal,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,2.20E-05,0.571026052,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.5899508,0.216591307,0.496610927
316,producthunt,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.510271847,0.236645563,0.52614514,1,0.083333333,0.183756806,0,1,0.504209944,0.000430108,0.000544985,0.586223987,0.22658946,0.496315355
61,indahiro,0.000421585,0.017411538,0,9.03E-07,0.036816426,0.085068525,0.627421752,9.90E-06,0.63974908,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.624336368,0.110577632,0.495896684
264,ngabo31,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.550581241,1.27E-06,0.591789484,0.6667,0.166666667,0.245009074,0,2,0.584454624,0.000860215,0.000927635,0.659913722,0.00295165,0.495673204
319,nicoleburgess23,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.603342874,2.37E-05,0.576388241,1,0.083333333,0.183756806,0,1,0.547036663,0.000430108,0.000544985,0.659890937,0.002168563,0.495460344
14,aimostdied,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.032918866,0.706879437,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.57112899,0.26755978,0.495236688
58,dezeen,0.002529511,0.001511335,1.90E-06,4.20E-65,0.002580645,0.010309932,0.698632814,0.001165684,0.652721119,0.2857,0.166666667,0.315011667,0,6,0.365572698,0.002580645,0.001980331,0.655996213,0.012762059,0.495187675
207,masscec,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.539454289,8.69E-05,0.589898577,1,0.083333333,0.183756806,0,1,0.596077831,0.000430108,0.000544985,0.659361776,0.002228526,0.495078463
370,saeedkh07869767,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.485650073,1.91E-05,0.638152614,1,0.083333333,0.183756806,0,1,0.601300401,0.000430108,0.000544985,0.659232121,0.002164179,0.494965136
149,markpmills,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.676179871,0.000431835,0.537117485,1,0.083333333,0.183756806,0,1,0.511217697,0.000430108,0.000544985,0.658999401,0.002555646,0.494888462
14,funnyviness,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.148404558,0.613307034,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.534096852,0.377090671,0.494845306
67,ktar923,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.651633057,0.001339313,0.576441582,0.6667,0.166666667,0.245009074,0,2,0.493787549,0.000860215,0.000927635,0.657949505,0.00540869,0.494814301
237,solarpwr4yrhome,0.002951096,0.001465537,2.28E-06,4.12E-50,0.002795699,0.011230224,0.618728313,1.83E-05,0.604901566,0.25,0.25,0.377722323,0,9,0.490879309,0.003870968,0.003397635,0.655039488,0.013890937,0.49475235
1,codognovw,0.001264755,0.023571953,0,4.23E-06,0.046963739,0.111770681,0.571565218,6.12E-06,0.622715836,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.591335627,0.204230057,0.494559234
405,ukgovtweets,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.549530815,0.000713604,0.614299902,1,0.083333333,0.183756806,0,1,0.559318245,0.000430108,0.000544985,0.658458758,0.002822886,0.49454979
359,retailanalysis,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.51804289,0.000502301,0.615021292,1,0.083333333,0.183756806,0,1,0.590250816,0.000430108,0.000544985,0.658524468,0.002622478,0.494548971
237,greenfashionno1,0.000421585,0.000848469,0,8.64E-51,0.001648746,0.004543384,0.655636802,5.80E-06,0.568653158,0.25,0.25,0.377722323,0,9,0.490879309,0.003870968,0.003397635,0.655300721,0.007537001,0.493359791
215,electriccargb,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.634866187,8.97E-06,0.549353745,0.6667,0.166666667,0.245009074,0,2,0.53390831,0.000860215,0.000927635,0.656471762,0.002958957,0.49309356
267,eric_young_1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.644980411,1.63E-05,0.574464223,1,0.083333333,0.183756806,0,1,0.497964792,0.000430108,0.000544985,0.656187284,0.002161532,0.492680846
23,reutersbiz,0.002951096,0.005348941,4.07E-05,1.23E-25,0.01046595,0.02927443,0.589799289,0.154968194,0.639113618,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.591632384,0.194541872,0.492359756
352,thedriven_io,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.632432779,0.00023728,0.622524442,1,0.083333333,0.183756806,0,1,0.459958808,0.000430108,0.000544985,0.655200499,0.002371123,0.491993155
15,akmholst,0.000421585,0.001451361,0,2.51E-54,0.002580645,0.006932431,0.699462626,1.76E-05,0.646363586,0.1667,0.166666667,0.336887477,0,11,0.362285685,0.004731183,0.003171095,0.652507701,0.00959916,0.491780566
379,completecar,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.616503896,3.73E-05,0.586322599,1,0.083333333,0.183756806,0,1,0.511326198,0.000430108,0.000544985,0.654898402,0.002181467,0.491719168
286,mytouchrecords,0.000421585,0.000824365,0,1.72E-65,0.001505376,0.004282696,0.486420678,1.45E-05,0.760889113,0.2857,0.166666667,0.315011667,0,6,0.462593964,0.002580645,0.001980331,0.653216846,0.005953756,0.491401073
141,justashleylove1,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.531769466,1.97E-05,0.809132616,0.3333,0.166666667,0.306261343,0,5,0.368526596,0.002150538,0.001733824,0.653028829,0.005223359,0.491077462
131,boscohabimana,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.415451663,1.61E-05,0.739621401,1,0.083333333,0.183756806,0,1,0.554590518,0.000430108,0.000544985,0.653121795,0.002161365,0.490381687
41,kelvinskoka,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,9.26E-06,0.682519734,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.600203932,0.158433749,0.489761386
216,elonfantommy,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.628490173,4.00E-05,0.544339493,1,0.083333333,0.183756806,0,1,0.534432126,0.000430108,0.000544985,0.652171264,0.002183976,0.489674442
27,matrix____,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,0.00058072,0.60785991,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.616836366,0.106198965,0.489177016
190,daysoutine,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.563348556,2.90E-06,0.635957044,0.3333,0.166666667,0.306261343,0,5,0.502088123,0.002150538,0.001733824,0.649848922,0.005207433,0.48868855
216,inspacexitrust,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.644730786,1.93E-05,0.524524759,1,0.083333333,0.183756806,0,1,0.534432126,0.000430108,0.000544985,0.650756773,0.002164386,0.488608676
1,stemottarelli,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,9.57E-06,0.540004945,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.577673912,0.216579532,0.487400317
264,albcontact,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.562494206,0.000794235,0.550027957,0.6667,0.166666667,0.245009074,0,2,0.584454624,0.000860215,0.000927635,0.648100879,0.004891718,0.487298589
192,thesportmotive,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.617581981,5.85E-06,0.814915478,0.1538,0.166666667,0.339243334,0,12,0.259336124,0.00516129,0.003404955,0.646065409,0.010312892,0.487127279
27,swiztaade,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,1.97E-05,0.599777937,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.613637851,0.105666881,0.486645109
82,phildavis_hpe,0.001264755,0.000755668,3.81E-07,7.53E-77,0.001290323,0.005154077,0.603889997,0.013038546,0.601174049,0.5,0.166666667,0.275635209,0,3,0.476498638,0.001290323,0.001215873,0.642000606,0.018407676,0.486102374
1,marclevine_jobs,0.000421585,0.023571953,0,1.41E-06,0.046963739,0.110453815,0.562423489,8.86E-06,0.603090386,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.579950752,0.202983691,0.485708986
1,osvmotoringnews,0.000421585,0.023571953,0,1.41E-06,0.046963739,0.110453815,0.561350116,0.00031916,0.60243468,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.579266452,0.203277991,0.485269337
358,quandu,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.618363127,0.002835053,0.544086114,1,0.083333333,0.183756806,0,1,0.527735273,0.000430108,0.000544985,0.645412774,0.004834947,0.485268317
334,melissabirchard,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.624740452,1.18E-05,0.542102529,1,0.083333333,0.183756806,0,1,0.525293072,0.000430108,0.000544985,0.646185114,0.002157233,0.485178144
41,bwattanga,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,5.02E-06,0.666818542,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.593990041,0.158429728,0.485099963
58,punterjoe,0.000421585,0.000824365,0,1.72E-65,0.001505376,0.004282696,0.653844029,5.19E-06,0.669242352,0.2857,0.166666667,0.315011667,0,6,0.365572698,0.002580645,0.001980331,0.64480907,0.00594495,0.48509304
237,iameco,0.000421585,0.000895606,0,1.13E-50,0.00172043,0.004728341,0.668878189,3.87E-05,0.527212891,0.25,0.25,0.377722323,0,9,0.490879309,0.003870968,0.003397635,0.644140755,0.007743669,0.485041483
1,carbuzzcom,0.000421585,0.020599499,0,2.64E-07,0.039902905,0.094834281,0.577271588,0.000142542,0.598279509,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.583923074,0.188296337,0.48501639
9,nicholas_mee,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.534854941,3.92E-05,0.595231716,0.6667,0.166666667,0.245009074,0,2,0.558915767,0.000860215,0.000927635,0.644944951,0.004175651,0.484752626
1,volkswagen,0.016863406,0.028447673,0.008417661,1.53E-05,0.063892489,0.183112288,0.58399756,0.009191642,0.512426377,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.552607774,0.280604956,0.484607069
359,igd_events,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.532876833,2.22E-05,0.565480341,1,0.083333333,0.183756806,0,1,0.590250816,0.000430108,0.000544985,0.644788851,0.002167159,0.484133428
8,gkabalisayahoo1,0.00084317,0.019595961,0.000410486,8.52E-06,0.043311026,0.09988528,0.627615863,7.21E-06,0.595725596,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.608324286,0.109343395,0.483579063
