partition,node,degree centrality,closeness centrality,betweenness centrality,eigenvector centrality,harmonic centrality,total centrality score,average tweet similarity,follower to following ratio,individual_profile_similarity,density,diameter,average path length,clustering coefficient,network size,average profile similarity,network size ratio,total community influence score,total similarity score,total influence score,total value of user
1,mwaseng,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,1.15E-05,0.309745967,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.486546806,0.216581346,0.419055441
134,kiwiev,0.002107926,0.001259446,1.27E-06,2.55E-68,0.002150538,0.008591116,0.454789514,8.99E-05,0.677802879,0.3333,0.166666667,0.306261343,0,5,0.330246264,0.002150538,0.001733824,0.555438562,0.009877801,0.419048372
280,kennedyrachela,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.646144989,0,0.328458279,1,0.083333333,0.183756806,0,1,0.494702035,0.000430108,0.000544985,0.557997797,0.002146078,0.419034867
46,goldentouch73,0.00084317,0.000906801,6.35E-07,8.93E-68,0.00172043,0.005402991,0.548899064,1.53E-05,0.580925103,0.2857,0.25,0.350012963,0,6,0.335103827,0.002580645,0.002285711,0.556265437,0.007306718,0.419025757
6,nekilis,0.000421585,0.010264875,0,1.95E-12,0.017634409,0.044084073,0.430205569,2.78E-05,0.710246354,0.0244,0.166666667,0.363031738,0,81,0.27987764,0.03483871,0.019304073,0.538615198,0.060145987,0.418997895
98,atsen_,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.398457444,3.37E-05,0.513681331,1,0.083333333,0.183756806,0,1,0.556474219,0.000430108,0.000544985,0.557723809,0.002178078,0.418837376
198,teslaclubin,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.580377012,0.000109194,0.582117891,1,0.083333333,0.183756806,0,1,0.305899586,0.000430108,0.000544985,0.557637334,0.002249642,0.418790411
66,lcvoters,0.002107926,0.001259446,1.27E-06,2.55E-68,0.002150538,0.008591116,0.53445493,0.000196641,0.526686927,0.3333,0.166666667,0.306261343,0,5,0.400221498,0.002150538,0.001733824,0.554854698,0.009978998,0.418635773
25,bobbyllew,0.001264755,0.001481108,7.11E-06,7.88E-59,0.003684588,0.010020662,0.534060918,0.002392702,0.49515355,0.0909,0.666666667,0.751732387,0,21,0.419718137,0.009032258,0.013632379,0.549935115,0.024702686,0.418627007
8,akayitana,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.633774563,9.60E-06,0.372626064,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.522467958,0.106809451,0.418553331
27,iconmi,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,2.09E-05,0.370050824,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.522721235,0.105668041,0.418457937
178,s_chumacher_,0.000421585,0.000755668,0,7.23E-68,0.001433692,0.004064178,0.499045449,7.63E-06,0.573184408,0.2857,0.25,0.350012963,0,6,0.39132544,0.002580645,0.002285711,0.555722179,0.006029648,0.418299047
14,devilsadist,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.03486509,0.446019009,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.467891078,0.269405651,0.418269721
4,teslany,0.002529511,0.023365828,0.001261709,9.72E-07,0.04588788,0.113702755,0.511493453,0.000295582,0.477882905,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.498418487,0.177539877,0.418198834
23,f6w6uhsbck7cbwf,0.000421585,0.003915732,0,1.81E-26,0.007240143,0.018021396,0.606692521,6.09E-06,0.504920309,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.5452098,0.036897301,0.418131675
220,ericmbogo,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.627094954,3.55E-06,0.402159045,0.5,0.166666667,0.275635209,0,3,0.435680381,0.001290323,0.001215873,0.556267964,0.003718215,0.418130527
1,jaguarusa,0.001686341,0.01920364,0.000266296,8.74E-08,0.037691777,0.091602617,0.426429215,0.021787203,0.508760328,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.488797781,0.205759903,0.418038311
200,vprofessa,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.347138984,5.73E-06,0.541286802,1,0.083333333,0.183756806,0,1,0.577442602,0.000430108,0.000544985,0.556637607,0.002151514,0.418016083
11,masiiwa_tawanda,0.000421585,0.001577045,0,1.18E-52,0.002795699,0.007462821,0.599898722,7.27E-06,0.574265459,0.1538,0.166666667,0.339243334,0,12,0.283961563,0.00516129,0.003404955,0.553573384,0.010314239,0.417758598
41,godemae,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,0.000208943,0.439741923,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.504122383,0.15862314,0.417747572
61,kanyamupira,0.000421585,0.013914335,0,6.99E-09,0.027297615,0.06480649,0.53395953,6.20E-05,0.48594415,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.52647812,0.091409782,0.417711036
318,neil_robertson,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.421593855,2.44E-05,0.534080742,1,0.083333333,0.183756806,0,1,0.509004992,0.000430108,0.000544985,0.556167128,0.002169239,0.417667656
25,mechrisramsey,0.000421585,0.000983036,0,1.00E-59,0.002230415,0.005658273,0.529677849,3.92E-05,0.501651622,0.0909,0.666666667,0.751732387,0,21,0.419718137,0.009032258,0.013632379,0.550772147,0.018333082,0.417662381
4,tslaluv,0.000421585,0.016243461,0,1.66E-09,0.031432304,0.074868012,0.434179817,8.87E-06,0.584451586,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.509996439,0.140435651,0.417606242
41,jeffmatewa,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,2.44E-05,0.439201182,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.503908379,0.15844815,0.417543322
41,briankasu,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,6.31E-06,0.439122474,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.50387723,0.158430951,0.41751566
330,openmarketingtv,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.557696028,1.67E-05,0.457551352,1,0.083333333,0.183756806,0,1,0.448911586,0.000430108,0.000544985,0.555961087,0.002161947,0.417511302
29,tsaar_mbedzi,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,6.84E-05,0.578868049,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.540275035,0.049022701,0.417461951
14,totaiiyamazings,0.00084317,0.010094881,0,0.098476535,0.019426523,0.200553201,0.376768097,0.038036546,0.418147629,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.463944561,0.27782521,0.417414723
41,martyndavies888,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,0.000155483,0.437907527,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.503396403,0.158572436,0.417190411
59,timcbarton,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.366140519,1.99E-05,0.560719472,1,0.083333333,0.183756806,0,1,0.53579958,0.000430108,0.000544985,0.555367687,0.002164923,0.417066996
27,jefrymakumbe,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.692115106,8.76E-06,0.351828034,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.520782056,0.105656502,0.417000668
27,seremrays,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.692115106,1.67E-05,0.351695865,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.520729749,0.105663991,0.41696331
61,disafrica,0.00084317,0.018741829,6.90E-05,6.94E-06,0.037836372,0.089500002,0.452831237,0.000504401,0.544023228,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.517356181,0.115249608,0.416829538
4,auto_schmidt,0.002951096,0.016041462,0.000343595,3.76E-09,0.031071491,0.078464205,0.612973865,3.40E-05,0.400134208,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.507810531,0.143870269,0.416825466
41,kimathinjebi,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,1.84E-05,0.436521842,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.502848006,0.15844245,0.416746617
14,animationvidz,0.000421585,0.010638713,0,0.037844364,0.020286738,0.107702866,0.37750801,5.09E-05,0.519584142,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.50438182,0.153735553,0.416720254
204,viatcheslavsos3,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.409466419,2.67E-05,0.523406363,1,0.083333333,0.183756806,0,1,0.528206296,0.000430108,0.000544985,0.554742193,0.002171433,0.416599503
27,farhanf13858551,0.000421585,0.018491691,0,2.15E-08,0.040081163,0.091830378,0.678792212,1.73E-05,0.363690514,0.0339,0.333333333,0.416916376,0,58,0.331325836,0.024946237,0.019561584,0.520204084,0.105664593,0.416569212
75,humphreymecons1,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.388981387,1.24E-05,0.595758762,1,0.083333333,0.183756806,0,1,0.474903743,0.000430108,0.000544985,0.554174205,0.002157816,0.416170108
197,derbyshireevs,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.633244985,0.000125384,0.404883992,0.6667,0.166666667,0.245009074,0,2,0.420595782,0.000860215,0.000927635,0.553810449,0.003069364,0.416125178
8,sergesenyana,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.576843592,3.70E-06,0.421376654,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.519230497,0.106803855,0.416123837
204,donnaarchibal12,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.398073152,1.67E-05,0.53300623,1,0.083333333,0.183756806,0,1,0.528206296,0.000430108,0.000544985,0.554032438,0.002161874,0.416064797
50,jennyenicholson,0.02529511,0.01511335,0.000224663,3.12E-18,0.025806452,0.103419393,0.457720808,0.007311686,0.538365359,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.515148532,0.118751211,0.416049202
81,newshorescostab,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.334955854,8.94E-07,0.560662542,1,0.083333333,0.183756806,0,1,0.563391878,0.000430108,0.000544985,0.553923445,0.002146925,0.415979315
262,isrecruit,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.506300229,1.25E-05,0.536243409,1,0.083333333,0.183756806,0,1,0.41628963,0.000430108,0.000544985,0.553853393,0.002157976,0.415929539
41,marinavanzyl,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,1.13E-05,0.433608288,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.50169494,0.158435686,0.415880126
14,hsconfessionai,0.000421585,0.010638713,0,0.037844364,0.020286738,0.107702866,0.37750801,0.027979374,0.494147637,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.49431509,0.180223934,0.415792301
270,jontalbain2015,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.521002412,1.89E-06,0.433159614,1,0.083333333,0.183756806,0,1,0.504092676,0.000430108,0.000544985,0.55362442,0.002147872,0.415755283
10,youshallnotpash,0.000421585,0.005731186,0,2.01E-25,0.009892473,0.024975919,0.559299705,3.91E-06,0.594966968,0.0435,0.166666667,0.359524185,0,45,0.276911544,0.019354839,0.011026275,0.542908653,0.034149459,0.415718854
199,whizzl1z,0.000421585,0.000699692,0,1.14E-68,0.001290323,0.00375388,0.582289528,7.36E-06,0.598453373,0.3333,0.166666667,0.306261343,0,5,0.274452936,0.002150538,0.001733824,0.552413846,0.005211667,0.415613301
15,mzjacobson,0.004637437,0.002770781,6.98E-06,8.33E-54,0.004731183,0.018906975,0.749953736,0.001895066,0.328138498,0.1667,0.166666667,0.336887477,0,11,0.362285685,0.004731183,0.003171095,0.546549519,0.022736949,0.415596376
339,peopleplanetpft,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.46541036,2.56E-05,0.513990063,1,0.083333333,0.183756806,0,1,0.478293784,0.000430108,0.000544985,0.553402599,0.00217032,0.415594529
41,sophiamavusa,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,3.52E-06,0.4325548,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.501278012,0.158428312,0.415565587
1,nigeriaautopart,0.000421585,0.016865956,0,8.19E-09,0.031877544,0.076530052,0.513465782,1.84E-05,0.442669243,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.497087147,0.170818204,0.415519911
23,jelaah_fay,0.000421585,0.003806455,0,1.69E-26,0.006917563,0.017349171,0.622720954,4.88E-05,0.480247761,0.0345,0.333333333,0.483681707,0,57,0.325379902,0.024516129,0.020875853,0.541788812,0.036300233,0.415416667
398,telegraphluxury,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.531612497,0.000591644,0.44309659,1,0.083333333,0.183756806,0,1,0.481795347,0.000430108,0.000544985,0.552931735,0.002707215,0.415375605
178,hitechgp,0.002107926,0.00129543,1.78E-06,1.65E-67,0.002365591,0.00898267,0.487123155,0.000216845,0.571122455,0.2857,0.25,0.350012963,0,6,0.39132544,0.002580645,0.002285711,0.550187785,0.010892955,0.415364077
14,archivefoxes,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.034172871,0.436648867,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.464182759,0.268749125,0.41532435
15,timo_vi,0.000421585,0.001451361,0,2.51E-54,0.002580645,0.006932431,0.699462626,9.94E-06,0.388641158,0.1667,0.166666667,0.336887477,0,11,0.362285685,0.004731183,0.003171095,0.550511682,0.009591925,0.415281743
8,hamet_sylla,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.633774563,1.46E-05,0.361482758,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.518057892,0.106814156,0.415246958
403,lithiumworld,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.620794262,0.001300903,0.474497378,1,0.083333333,0.183756806,0,1,0.360108337,0.000430108,0.000544985,0.552494636,0.003379902,0.415215953
282,khrislewin,0.000421585,0.000453401,0,4.35E-77,0.000860215,0.002701002,0.631512273,7.81E-06,0.560832362,0.5,0.166666667,0.275635209,0,3,0.26208773,0.001290323,0.001215873,0.552111695,0.003722256,0.415014335
50,bramcrack3r,0.000421585,0.007620177,0,4.02E-19,0.01311828,0.032937577,0.513575,1.85E-06,0.540946099,0.0328,0.166666667,0.361488798,0,60,0.364948082,0.025806452,0.01447627,0.538274694,0.044970741,0.414948706
5,dekhh_lo,0.000421585,0.000575747,0,1.95E-72,0.001075269,0.003226196,0.410151963,1.67E-06,0.587107549,0.4,0.166666667,0.294010889,0,4,0.455940277,0.00172043,0.001480736,0.551623892,0.004465755,0.414834358
8,250eventsrwanda,0.000421585,0.019534564,0,8.44E-06,0.042486653,0.097211183,0.576843592,4.83E-06,0.416978314,0.05,0.416666667,0.451146517,0,39,0.373128267,0.016774194,0.015395576,0.517489814,0.106804927,0.414818592
29,kingsolz_07,0.000421585,0.00769037,0,8.35E-20,0.013405018,0.033493175,0.488138515,1.74E-05,0.569831699,0.0312,0.25,0.387748736,0,63,0.357517057,0.027096774,0.018126353,0.536698816,0.048974299,0.414767687
14,factoftravel,0.000421585,0.010094881,0,0.049238268,0.019426523,0.12325301,0.413306735,0.038859235,0.433766608,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.484586417,0.205291125,0.414762594
350,thejacwac,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.357892087,5.00E-06,0.53052713,0.6667,0.166666667,0.245009074,0,2,0.565614473,0.000860215,0.000927635,0.551953916,0.002955187,0.414704233
1,sanipeter,0.000421585,0.0270294,0,9.85E-06,0.052706605,0.124788104,0.619755837,7.91E-06,0.294927853,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.480682401,0.216577959,0.41465629
61,jdniyonkuru,0.000421585,0.021661083,0,7.42E-05,0.046072864,0.106205887,0.505231882,1.05E-05,0.471259095,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.509297144,0.130625692,0.414629281
14,chubbyanimais,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.018365158,0.44693444,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.468253369,0.253756507,0.414629153
272,journohannah,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.628607848,3.25E-06,0.401411057,1,0.083333333,0.183756806,0,1,0.424389009,0.000430108,0.000544985,0.552102018,0.002149157,0.414613803
152,technomosis,0.00084317,0.000755668,4.23E-08,4.47E-63,0.001577061,0.004943648,0.599999976,1.13E-05,0.621775448,0.381,0.25,0.332512315,0,8,0.227368827,0.00344086,0.003315311,0.550018876,0.007843792,0.414475105
132,barbarabeegee,0.001264755,0.000566751,2.54E-07,1.24E-67,0.001075269,0.004525061,0.667437718,1.66E-05,0.437045037,0.5,0.25,0.306261343,0,3,0.34624835,0.001290323,0.001362918,0.550646888,0.005600098,0.41438519
14,urbanengiish,0.00084317,0.010567551,6.66E-06,0.053613051,0.020358423,0.132915721,0.325819313,0.017224557,0.529532635,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.487862751,0.19393647,0.414381181
237,seth_leitman,0.002107926,0.001343409,1.90E-06,3.16E-50,0.002580645,0.009392303,0.42820304,5.83E-05,0.525991012,0.25,0.25,0.377722323,0,9,0.490879309,0.003870968,0.003397635,0.548407783,0.012185697,0.414352262
4,gregariousnewt,0.000421585,0.016243461,0,1.66E-09,0.031432304,0.074868012,0.434179817,6.98E-06,0.573391452,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.50561929,0.140433854,0.414322931
61,hodali77,0.005902192,0.02571044,0.00235617,0.000806218,0.062343419,0.151173905,0.534062887,2.20E-05,0.405402072,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.494643757,0.173285901,0.414304293
0,butters360,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,9.06E-06,0.58060354,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.519201446,0.099294977,0.414224828
88,techeblog,0.002107926,0.001259446,1.27E-06,2.55E-68,0.002150538,0.008591116,0.621174658,0.050515811,0.502104834,0.3333,0.166666667,0.306261343,0,5,0.282284212,0.002150538,0.001733824,0.532771473,0.057703555,0.414004494
360,nateice10,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.707307948,1.71E-05,0.369423062,1,0.083333333,0.183756806,0,1,0.375257201,0.000430108,0.000544985,0.551144399,0.002162285,0.41389887
100,ytimesmotoring,0.00084317,0.000503778,1.27E-07,4.43E-83,0.000860215,0.003435854,0.524969428,5.84E-05,0.47667966,0.6667,0.166666667,0.245009074,0,2,0.448490189,0.000860215,0.000927635,0.550412666,0.004193844,0.413857961
14,poorlydrawnpurr,0.000421585,0.010638713,0,0.037844364,0.020286738,0.107702866,0.37750801,0.036630355,0.479373175,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.488467961,0.188428843,0.413458181
34,ibironketweets,0.000421585,0.001325732,0,1.12E-43,0.002365591,0.006402126,0.627497315,1.37E-05,0.390509695,0.1818,0.166666667,0.334103283,0,10,0.426682029,0.004301075,0.002935785,0.548255685,0.008869333,0.413409097
22,2completion,0.000421585,0.017318838,0,9.13E-09,0.032284633,0.077868679,0.555930641,2.05E-05,0.465154429,0.0909,0.333333333,0.396151036,0,21,0.362875642,0.009032258,0.007409923,0.524221891,0.080900712,0.413391596
110,sacyimby,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.506633713,3.88E-05,0.437393427,1,0.083333333,0.183756806,0,1,0.50571788,0.000430108,0.000544985,0.550256635,0.002182868,0.413238194
39,anupamsinghal,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.615741749,1.17E-05,0.391457796,1,0.083333333,0.183756806,0,1,0.442383226,0.000430108,0.000544985,0.550192424,0.002157193,0.413183616
73,amazingchevvolt,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.645702146,1.66E-05,0.374261746,1,0.083333333,0.183756806,0,1,0.429575139,0.000430108,0.000544985,0.550175113,0.002161846,0.413171796
61,mucyonm,0.000421585,0.021661083,0,7.42E-05,0.046072864,0.106205887,0.505231882,2.66E-06,0.465491614,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.50701461,0.13061822,0.412915513
10,irajsandilya,0.000421585,0.005731186,0,2.01E-25,0.009892473,0.024975919,0.559299705,1.89E-05,0.585023969,0.0435,0.166666667,0.359524185,0,45,0.276911544,0.019354839,0.011026275,0.53897362,0.034163713,0.412771143
0,y_elmismari,0.000421585,0.015508507,0,1.95E-07,0.030444444,0.072186595,0.443952464,1.52E-05,0.575482362,0.0192,0.333333333,0.381031196,0,103,0.346719102,0.044301075,0.032497697,0.517174692,0.099300825,0.412706226
1,jaguarracing,0.001264755,0.016041462,0.000137971,6.44E-09,0.031457436,0.076119949,0.482141452,0.003317005,0.462097932,0.0207,1,0.749660488,0,136,0.359261914,0.058494624,0.10355657,0.492379338,0.173557753,0.412673942
7,theoutperform,0.000421585,0.001828529,0,1.20E-49,0.003225806,0.008523781,0.546358001,1.43E-05,0.520293809,0.1333,0.166666667,0.343012704,0,14,0.372987793,0.006021505,0.003871704,0.546257324,0.011769804,0.412635444
153,patriot_jac,0.000421585,0.000949428,0,9.75E-63,0.00172043,0.00481212,0.616892588,2.10E-05,0.423609951,0.25,0.166666667,0.32157441,0,7,0.403218607,0.003010753,0.002222661,0.547872632,0.006691897,0.412577448
51,sabreenaputri,0.000421585,0.001200178,0,4.04E-58,0.002150538,0.005871938,0.48766561,1.71E-06,0.613937736,0.2,0.166666667,0.33076225,0,9,0.340497725,0.003870968,0.002699725,0.547231472,0.008131241,0.412456414
230,garunyaw,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.638209989,1.21E-05,0.387820181,1,0.083333333,0.183756806,0,1,0.420693418,0.000430108,0.000544985,0.549060876,0.002157533,0.41233504
290,lolo_madikgetla,0.000421585,0.000335852,0,3.13E-83,0.000645161,0.002183276,0.552726265,7.41E-06,0.428129699,0.6667,0.166666667,0.245009074,0,2,0.465186954,0.000860215,0.000927635,0.548791494,0.002957473,0.412332989
245,guptaankit62,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.447578024,6.79E-06,0.464482868,1,0.083333333,0.183756806,0,1,0.534390001,0.000430108,0.000544985,0.548952955,0.002152521,0.412252846
41,olivergreat,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,3.57E-06,0.421375269,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.49685361,0.158428358,0.412247297
107,udayadampage,0.000421585,0.001451361,0,2.51E-54,0.002580645,0.006932431,0.57568974,3.47E-06,0.504406407,0.1667,0.166666667,0.336887477,0,11,0.359086618,0.004731183,0.003171095,0.546076526,0.00958579,0.411953842
41,nolo_chosen1,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,3.16E-05,0.420037508,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.496324179,0.158454967,0.411856876
53,viajesubmarino,0.000421585,0.001074727,0,2.65E-60,0.001935484,0.005341911,0.505691547,4.77E-06,0.54393066,0.2222,0.166666667,0.326678766,0,8,0.390930403,0.00344086,0.002462092,0.546618654,0.007406073,0.411815509
330,iot_bigdata,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.555509869,8.77E-06,0.44027182,1,0.083333333,0.183756806,0,1,0.448911586,0.000430108,0.000544985,0.548257361,0.002154392,0.411731619
41,ace_222_leo,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,3.05E-05,0.419358671,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.496055523,0.158453879,0.411655112
14,sexo,0.00084317,0.013445522,4.91E-06,0.087082632,0.023799283,0.194847357,0.358868735,0.037753886,0.421390489,0.0242,0.333333333,0.468219775,0,153,0.436736886,0.065806452,0.054339882,0.458144115,0.272145491,0.411644459
414,historydavis,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.55158897,5.32E-05,0.439329166,1,0.083333333,0.183756806,0,1,0.45316073,0.000430108,0.000544985,0.548014203,0.00219653,0.411559785
293,madaanmrudul,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.46541036,2.44E-06,0.478922963,1,0.083333333,0.183756806,0,1,0.499614086,0.000430108,0.000544985,0.547962178,0.002148389,0.41150873
41,dragonflyasylum,0.000421585,0.024989105,0,0.000717391,0.057206194,0.12971757,0.534062887,2.00E-05,0.418620663,0.0168,0.333333333,0.385206191,0,118,0.359368684,0.050752688,0.037320458,0.495763449,0.158443908,0.411433564
49,mrkwakye_,0.00084317,0.018400733,0.000943585,2.76E-08,0.037764214,0.090207271,0.417823484,1.79E-05,0.551574156,0.0476,0.5,0.666305166,0,41,0.386664997,0.017634409,0.0214065,0.513180971,0.105875554,0.411354617
178,seanbulldesign,0.000421585,0.000604534,0,3.90E-68,0.001218638,0.003494174,0.532178967,8.94E-05,0.516800339,0.2857,0.25,0.350012963,0,6,0.39132544,0.002580645,0.002285711,0.54652056,0.00556655,0.411282058
61,rwandasingapore,0.000421585,0.017379182,0,7.92E-07,0.036482581,0.084498325,0.490291426,0.000171208,0.491853756,0.0417,0.75,0.703463554,0,49,0.369758047,0.021075269,0.031510974,0.511534847,0.110189821,0.411198591
16,garikai_mhlanga,0.000421585,0.017796713,0,1.31E-08,0.034240405,0.081656883,0.584565564,1.71E-05,0.37282859,0.1324,0.416666667,0.449933944,0.066,18,0.415409433,0.007741935,0.008245166,0.519806356,0.085282539,0.411175402
396,tesmanian_com,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.492436227,0.00013485,0.508486708,1,0.083333333,0.183756806,0,1,0.441506605,0.000430108,0.000544985,0.547361467,0.002273974,0.411089594
5,aparanjape,0.001686341,0.001007557,7.62E-07,3.89E-72,0.00172043,0.006872498,0.420571801,0.001141103,0.560006223,0.4,0.166666667,0.294010889,0,4,0.455940277,0.00172043,0.001480736,0.54502204,0.009004721,0.41101771
47,catchincruises,0.002107926,0.001259446,1.27E-06,2.55E-68,0.002150538,0.008591116,0.524956765,1.90E-05,0.50274451,0.3333,0.166666667,0.306261343,0,5,0.407549476,0.002150538,0.001733824,0.544520395,0.009810496,0.41084292
185,dariodotzero,0.000421585,0.000251889,0,1.46E-92,0.000430108,0.001717828,0.555022705,1.13E-05,0.452643699,1,0.083333333,0.183756806,0,1,0.433882615,0.000430108,0.000544985,0.547012993,0.002156768,0.410798936
4,drcasadol,0.000421585,0.019972606,0,8.94E-08,0.037406306,0.089972002,0.52358298,9.18E-06,0.459802252,0.0259,1,1,0,84,0.329384593,0.036129032,0.073193806,0.496047443,0.154761119,0.410725862
